output is 
52522 0.682353 0.682353
52523 0.752941 0.752941
52524 0.564706 0.564706
52525 0.678431 0.678431
52526 0.74902 0.74902
52527 0.564706 0.564706
52528 0.678431 0.678431
52529 0.74902 0.74902
52530 0.564706 0.564706
52531 0.678431 0.678431
52532 0.74902 0.74902
52533 0.564706 0.564706
52534 0.678431 0.678431
52535 0.74902 0.74902
52536 0.564706 0.564706
52537 0.678431 0.678431
52538 0.74902 0.74902
52539 0.560784 0.560784
52540 0.67451 0.67451
52541 0.745098 0.745098
52542 0.564706 0.564706
52543 0.678431 0.678431
52544 0.74902 0.74902
52545 0.560784 0.560784
52546 0.67451 0.67451
52547 0.745098 0.745098
52548 0.560784 0.560784
52549 0.67451 0.67451
52550 0.745098 0.745098
52551 0.560784 0.560784
52552 0.67451 0.67451
52553 0.745098 0.745098
52554 0.560784 0.560784
52555 0.67451 0.67451
52556 0.745098 0.745098
52557 0.560784 0.560784
52558 0.67451 0.67451
52559 0.745098 0.745098
52560 0.556863 0.556863
52561 0.670588 0.670588
52562 0.741176 0.741176
52563 0.556863 0.556863
52564 0.670588 0.670588
52565 0.741176 0.741176
52566 0.556863 0.556863
52567 0.670588 0.670588
52568 0.741176 0.741176
52569 0.556863 0.556863
52570 0.670588 0.670588
52571 0.741176 0.741176
52572 0.556863 0.556863
52573 0.670588 0.670588
52574 0.741176 0.741176
52575 0.556863 0.556863
52576 0.670588 0.670588
52577 0.741176 0.741176
52578 0.556863 0.556863
52579 0.670588 0.670588
52580 0.741176 0.741176
52581 0.556863 0.556863
52582 0.670588 0.670588
52583 0.741176 0.741176
52584 0.556863 0.556863
52585 0.670588 0.670588
52586 0.741176 0.741176
52587 0.552941 0.552941
52588 0.666667 0.666667
52589 0.737255 0.737255
52590 0.54902 0.54902
52591 0.662745 0.662745
52592 0.733333 0.733333
52593 0.54902 0.54902
52594 0.662745 0.662745
52595 0.733333 0.733333
52596 0.54902 0.54902
52597 0.662745 0.662745
52598 0.733333 0.733333
52599 0.54902 0.54902
52600 0.662745 0.662745
52601 0.733333 0.733333
52602 0.54902 0.54902
52603 0.662745 0.662745
52604 0.733333 0.733333
52605 0.54902 0.54902
52606 0.662745 0.662745
52607 0.733333 0.733333
52608 0.545098 0.545098
52609 0.658824 0.658824
52610 0.729412 0.729412
52611 0.54902 0.54902
52612 0.662745 0.662745
52613 0.733333 0.733333
52614 0.545098 0.545098
52615 0.658824 0.658824
52616 0.729412 0.729412
52617 0.537255 0.537255
52618 0.65098 0.65098
52619 0.721569 0.721569
52620 0.537255 0.537255
52621 0.65098 0.65098
52622 0.721569 0.721569
52623 0.541176 0.541176
52624 0.654902 0.654902
52625 0.72549 0.72549
52626 0.541176 0.541176
52627 0.654902 0.654902
52628 0.72549 0.72549
52629 0.541176 0.541176
52630 0.654902 0.654902
52631 0.72549 0.72549
52632 0.541176 0.541176
52633 0.654902 0.654902
52634 0.72549 0.72549
52635 0.541176 0.541176
52636 0.654902 0.654902
52637 0.72549 0.72549
52638 0.541176 0.541176
52639 0.654902 0.654902
52640 0.72549 0.72549
52641 0.537255 0.537255
52642 0.65098 0.65098
52643 0.721569 0.721569
52644 0.537255 0.537255
52645 0.65098 0.65098
52646 0.721569 0.721569
52647 0.533333 0.533333
52648 0.647059 0.647059
52649 0.717647 0.717647
52650 0.537255 0.537255
52651 0.65098 0.65098
52652 0.721569 0.721569
52653 0.537255 0.537255
52654 0.65098 0.65098
52655 0.721569 0.721569
52656 0.533333 0.533333
52657 0.643137 0.643137
52658 0.721569 0.721569
52659 0.533333 0.533333
52660 0.643137 0.643137
52661 0.72549 0.72549
52662 0.533333 0.533333
52663 0.643137 0.643137
52664 0.721569 0.721569
52665 0.537255 0.537255
52666 0.647059 0.647059
52667 0.72549 0.72549
52668 0.521569 0.521569
52669 0.647059 0.647059
52670 0.717647 0.717647
52671 0.521569 0.521569
52672 0.647059 0.647059
52673 0.709804 0.709804
52674 0.529412 0.529412
52675 0.643137 0.643137
52676 0.701961 0.701961
52677 0.529412 0.529412
52678 0.639216 0.639216
52679 0.694118 0.694118
52680 0.388235 0.388235
52681 0.490196 0.490196
52682 0.545098 0.545098
52683 0.294118 0.294118
52684 0.380392 0.380392
52685 0.427451 0.427451
52686 0.337255 0.337255
52687 0.407843 0.407843
52688 0.435294 0.435294
52689 0.356863 0.356863
52690 0.419608 0.419608
52691 0.431373 0.431373
52692 0.384314 0.384314
52693 0.435294 0.435294
52694 0.423529 0.423529
52695 0.384314 0.384314
52696 0.427451 0.427451
52697 0.407843 0.407843
52698 0.380392 0.380392
52699 0.423529 0.423529
52700 0.411765 0.411765
52701 0.423529 0.423529
52702 0.486275 0.486275
52703 0.490196 0.490196
52704 0.427451 0.427451
52705 0.498039 0.498039
52706 0.501961 0.501961
52707 0.352941 0.352941
52708 0.411765 0.411765
52709 0.407843 0.407843
52710 0.34902 0.34902
52711 0.403922 0.403922
52712 0.407843 0.407843
52713 0.337255 0.337255
52714 0.4 0.4
52715 0.411765 0.411765
52716 0.356863 0.356863
52717 0.427451 0.427451
52718 0.458824 0.458824
52719 0.501961 0.501961
52720 0.588235 0.588235
52721 0.65098 0.65098
52722 0.47451 0.47451
52723 0.552941 0.552941
52724 0.611765 0.611765
52725 0.313726 0.313726
52726 0.380392 0.380392
52727 0.419608 0.419608
52728 0.309804 0.309804
52729 0.364706 0.364706
52730 0.384314 0.384314
52731 0.356863 0.356863
52732 0.4 0.4
52733 0.407843 0.407843
52734 0.376471 0.376471
52735 0.407843 0.407843
52736 0.415686 0.415686
52737 0.380392 0.380392
52738 0.403922 0.403922
52739 0.411765 0.411765
52740 0.376471 0.376471
52741 0.411765 0.411765
52742 0.415686 0.415686
52743 0.364706 0.364706
52744 0.407843 0.407843
52745 0.419608 0.419608
52746 0.380392 0.380392
52747 0.435294 0.435294
52748 0.466667 0.466667
52749 0.435294 0.435294
52750 0.494118 0.494118
52751 0.54902 0.54902
52752 0.509804 0.509804
52753 0.588235 0.588235
52754 0.654902 0.654902
52755 0.372549 0.372549
52756 0.454902 0.454902
52757 0.52549 0.52549
52758 0.301961 0.301961
52759 0.388235 0.388235
52760 0.443137 0.443137
52761 0.317647 0.317647
52762 0.392157 0.392157
52763 0.45098 0.45098
52764 0.317647 0.317647
52765 0.392157 0.392157
52766 0.447059 0.447059
52767 0.329412 0.329412
52768 0.403922 0.403922
52769 0.45098 0.45098
52770 0.368627 0.368627
52771 0.427451 0.427451
52772 0.443137 0.443137
52773 0.360784 0.360784
52774 0.419608 0.419608
52775 0.443137 0.443137
52776 0.34902 0.34902
52777 0.403922 0.403922
52778 0.443137 0.443137
52779 0.333333 0.333333
52780 0.396078 0.396078
52781 0.431373 0.431373
52782 0.337255 0.337255
52783 0.4 0.4
52784 0.443137 0.443137
52785 0.337255 0.337255
52786 0.403922 0.403922
52787 0.435294 0.435294
52788 0.360784 0.360784
52789 0.439216 0.439216
52790 0.439216 0.439216
52791 0.352941 0.352941
52792 0.431373 0.431373
52793 0.435294 0.435294
52794 0.34902 0.34902
52795 0.419608 0.419608
52796 0.431373 0.431373
52797 0.333333 0.333333
52798 0.396078 0.396078
52799 0.415686 0.415686
52800 0.337255 0.337255
52801 0.392157 0.392157
52802 0.411765 0.411765
52803 0.352941 0.352941
52804 0.415686 0.415686
52805 0.443137 0.443137
52806 0.32549 0.32549
52807 0.392157 0.392157
52808 0.423529 0.423529
52809 0.313726 0.313726
52810 0.380392 0.380392
52811 0.411765 0.411765
52812 0.333333 0.333333
52813 0.4 0.4
52814 0.431373 0.431373
52815 0.329412 0.329412
52816 0.396078 0.396078
52817 0.427451 0.427451
52818 0.309804 0.309804
52819 0.376471 0.376471
52820 0.411765 0.411765
52821 0.301961 0.301961
52822 0.364706 0.364706
52823 0.411765 0.411765
52824 0.305882 0.305882
52825 0.364706 0.364706
52826 0.403922 0.403922
52827 0.333333 0.333333
52828 0.392157 0.392157
52829 0.415686 0.415686
52830 0.368627 0.368627
52831 0.419608 0.419608
52832 0.443137 0.443137
52833 0.372549 0.372549
52834 0.419608 0.419608
52835 0.439216 0.439216
52836 0.337255 0.337255
52837 0.388235 0.388235
52838 0.407843 0.407843
52839 0.317647 0.317647
52840 0.368627 0.368627
52841 0.403922 0.403922
52842 0.329412 0.329412
52843 0.380392 0.380392
52844 0.415686 0.415686
52845 0.341176 0.341176
52846 0.392157 0.392157
52847 0.423529 0.423529
52848 0.317647 0.317647
52849 0.368627 0.368627
52850 0.403922 0.403922
52851 0.309804 0.309804
52852 0.360784 0.360784
52853 0.392157 0.392157
52854 0.321569 0.321569
52855 0.376471 0.376471
52856 0.4 0.4
52857 0.294118 0.294118
52858 0.34902 0.34902
52859 0.372549 0.372549
52860 0.313726 0.313726
52861 0.364706 0.364706
52862 0.396078 0.396078
52863 0.337255 0.337255
52864 0.388235 0.388235
52865 0.419608 0.419608
52866 0.345098 0.345098
52867 0.396078 0.396078
52868 0.419608 0.419608
52869 0.337255 0.337255
52870 0.388235 0.388235
52871 0.4 0.4
52872 0.309804 0.309804
52873 0.364706 0.364706
52874 0.388235 0.388235
52875 0.286275 0.286275
52876 0.341176 0.341176
52877 0.376471 0.376471
52878 0.282353 0.282353
52879 0.337255 0.337255
52880 0.372549 0.372549
52881 0.286275 0.286275
52882 0.337255 0.337255
52883 0.384314 0.384314
52884 0.286275 0.286275
52885 0.337255 0.337255
52886 0.388235 0.388235
52887 0.282353 0.282353
52888 0.333333 0.333333
52889 0.384314 0.384314
52890 0.294118 0.294118
52891 0.345098 0.345098
52892 0.376471 0.376471
52893 0.309804 0.309804
52894 0.360784 0.360784
52895 0.392157 0.392157
52896 0.286275 0.286275
52897 0.337255 0.337255
52898 0.372549 0.372549
52899 0.27451 0.27451
52900 0.32549 0.32549
52901 0.356863 0.356863
52902 0.27451 0.27451
52903 0.32549 0.32549
52904 0.360784 0.360784
52905 0.282353 0.282353
52906 0.32549 0.32549
52907 0.352941 0.352941
52908 0.305882 0.305882
52909 0.341176 0.341176
52910 0.352941 0.352941
52911 0.313726 0.313726
52912 0.356863 0.356863
52913 0.364706 0.364706
52914 0.32549 0.32549
52915 0.364706 0.364706
52916 0.368627 0.368627
52917 0.317647 0.317647
52918 0.360784 0.360784
52919 0.360784 0.360784
52920 0.341176 0.341176
52921 0.380392 0.380392
52922 0.384314 0.384314
52923 0.317647 0.317647
52924 0.360784 0.360784
52925 0.356863 0.356863
52926 0.32549 0.32549
52927 0.372549 0.372549
52928 0.364706 0.364706
52929 0.313726 0.313726
52930 0.360784 0.360784
52931 0.356863 0.356863
52932 0.309804 0.309804
52933 0.356863 0.356863
52934 0.352941 0.352941
52935 0.298039 0.298039
52936 0.345098 0.345098
52937 0.345098 0.345098
52938 0.309804 0.309804
52939 0.352941 0.352941
52940 0.360784 0.360784
52941 0.317647 0.317647
52942 0.356863 0.356863
52943 0.360784 0.360784
52944 0.313726 0.313726
52945 0.34902 0.34902
52946 0.356863 0.356863
52947 0.298039 0.298039
52948 0.341176 0.341176
52949 0.345098 0.345098
52950 0.294118 0.294118
52951 0.341176 0.341176
52952 0.341176 0.341176
52953 0.294118 0.294118
52954 0.341176 0.341176
52955 0.341176 0.341176
52956 0.301961 0.301961
52957 0.34902 0.34902
52958 0.34902 0.34902
52959 0.301961 0.301961
52960 0.341176 0.341176
52961 0.352941 0.352941
52962 0.305882 0.305882
52963 0.345098 0.345098
52964 0.352941 0.352941
52965 0.266667 0.266667
52966 0.309804 0.309804
52967 0.321569 0.321569
52968 0.25098 0.25098
52969 0.294118 0.294118
52970 0.309804 0.309804
52971 0.254902 0.254902
52972 0.301961 0.301961
52973 0.321569 0.321569
52974 0.282353 0.282353
52975 0.32549 0.32549
52976 0.329412 0.329412
52977 0.290196 0.290196
52978 0.329412 0.329412
52979 0.32549 0.32549
52980 0.290196 0.290196
52981 0.333333 0.333333
52982 0.337255 0.337255
52983 0.262745 0.262745
52984 0.305882 0.305882
52985 0.317647 0.317647
52986 0.254902 0.254902
52987 0.301961 0.301961
52988 0.309804 0.309804
52989 0.266667 0.266667
52990 0.321569 0.321569
52991 0.32549 0.32549
52992 0.576471 0.576471
52993 0.690196 0.690196
52994 0.752941 0.752941
52995 0.576471 0.576471
52996 0.690196 0.690196
52997 0.752941 0.752941
52998 0.576471 0.576471
52999 0.690196 0.690196
53000 0.752941 0.752941
53001 0.576471 0.576471
53002 0.690196 0.690196
53003 0.752941 0.752941
53004 0.576471 0.576471
53005 0.690196 0.690196
53006 0.752941 0.752941
53007 0.576471 0.576471
53008 0.690196 0.690196
53009 0.752941 0.752941
53010 0.576471 0.576471
53011 0.690196 0.690196
53012 0.752941 0.752941
53013 0.576471 0.576471
53014 0.690196 0.690196
53015 0.752941 0.752941
53016 0.580392 0.580392
53017 0.694118 0.694118
53018 0.756863 0.756863
53019 0.576471 0.576471
53020 0.690196 0.690196
53021 0.752941 0.752941
53022 0.576471 0.576471
53023 0.690196 0.690196
53024 0.752941 0.752941
53025 0.576471 0.576471
53026 0.690196 0.690196
53027 0.752941 0.752941
53028 0.576471 0.576471
53029 0.690196 0.690196
53030 0.752941 0.752941
53031 0.576471 0.576471
53032 0.690196 0.690196
53033 0.752941 0.752941
53034 0.576471 0.576471
53035 0.690196 0.690196
53036 0.752941 0.752941
53037 0.576471 0.576471
53038 0.690196 0.690196
53039 0.752941 0.752941
53040 0.576471 0.576471
53041 0.690196 0.690196
53042 0.752941 0.752941
53043 0.576471 0.576471
53044 0.690196 0.690196
53045 0.760784 0.760784
53046 0.576471 0.576471
53047 0.690196 0.690196
53048 0.760784 0.760784
53049 0.576471 0.576471
53050 0.690196 0.690196
53051 0.760784 0.760784
53052 0.576471 0.576471
53053 0.690196 0.690196
53054 0.760784 0.760784
53055 0.576471 0.576471
53056 0.690196 0.690196
53057 0.760784 0.760784
53058 0.576471 0.576471
53059 0.690196 0.690196
53060 0.760784 0.760784
53061 0.576471 0.576471
53062 0.690196 0.690196
53063 0.760784 0.760784
53064 0.576471 0.576471
53065 0.690196 0.690196
53066 0.760784 0.760784
53067 0.576471 0.576471
53068 0.690196 0.690196
53069 0.760784 0.760784
53070 0.580392 0.580392
53071 0.694118 0.694118
53072 0.764706 0.764706
53073 0.576471 0.576471
53074 0.690196 0.690196
53075 0.760784 0.760784
53076 0.576471 0.576471
53077 0.690196 0.690196
53078 0.760784 0.760784
53079 0.576471 0.576471
53080 0.690196 0.690196
53081 0.760784 0.760784
53082 0.580392 0.580392
53083 0.694118 0.694118
53084 0.764706 0.764706
53085 0.580392 0.580392
53086 0.694118 0.694118
53087 0.764706 0.764706
53088 0.576471 0.576471
53089 0.690196 0.690196
53090 0.760784 0.760784
53091 0.576471 0.576471
53092 0.690196 0.690196
53093 0.760784 0.760784
53094 0.580392 0.580392
53095 0.694118 0.694118
53096 0.764706 0.764706
53097 0.580392 0.580392
53098 0.694118 0.694118
53099 0.764706 0.764706
53100 0.580392 0.580392
53101 0.694118 0.694118
53102 0.764706 0.764706
53103 0.576471 0.576471
53104 0.690196 0.690196
53105 0.760784 0.760784
53106 0.576471 0.576471
53107 0.690196 0.690196
53108 0.760784 0.760784
53109 0.576471 0.576471
53110 0.690196 0.690196
53111 0.760784 0.760784
53112 0.580392 0.580392
53113 0.694118 0.694118
53114 0.764706 0.764706
53115 0.580392 0.580392
53116 0.694118 0.694118
53117 0.764706 0.764706
53118 0.580392 0.580392
53119 0.694118 0.694118
53120 0.764706 0.764706
53121 0.576471 0.576471
53122 0.690196 0.690196
53123 0.760784 0.760784
53124 0.576471 0.576471
53125 0.690196 0.690196
53126 0.760784 0.760784
53127 0.576471 0.576471
53128 0.690196 0.690196
53129 0.760784 0.760784
53130 0.580392 0.580392
53131 0.694118 0.694118
53132 0.764706 0.764706
53133 0.580392 0.580392
53134 0.694118 0.694118
53135 0.764706 0.764706
53136 0.580392 0.580392
53137 0.694118 0.694118
53138 0.764706 0.764706
53139 0.580392 0.580392
53140 0.694118 0.694118
53141 0.764706 0.764706
53142 0.580392 0.580392
53143 0.694118 0.694118
53144 0.764706 0.764706
53145 0.580392 0.580392
53146 0.694118 0.694118
53147 0.764706 0.764706
53148 0.580392 0.580392
53149 0.694118 0.694118
53150 0.764706 0.764706
53151 0.580392 0.580392
53152 0.694118 0.694118
53153 0.764706 0.764706
53154 0.580392 0.580392
53155 0.694118 0.694118
53156 0.764706 0.764706
53157 0.580392 0.580392
53158 0.694118 0.694118
53159 0.764706 0.764706
53160 0.580392 0.580392
53161 0.694118 0.694118
53162 0.764706 0.764706
53163 0.580392 0.580392
53164 0.694118 0.694118
53165 0.764706 0.764706
53166 0.580392 0.580392
53167 0.694118 0.694118
53168 0.764706 0.764706
53169 0.580392 0.580392
53170 0.694118 0.694118
53171 0.764706 0.764706
53172 0.580392 0.580392
53173 0.694118 0.694118
53174 0.764706 0.764706
53175 0.580392 0.580392
53176 0.694118 0.694118
53177 0.764706 0.764706
53178 0.580392 0.580392
53179 0.694118 0.694118
53180 0.764706 0.764706
53181 0.576471 0.576471
53182 0.690196 0.690196
53183 0.760784 0.760784
53184 0.576471 0.576471
53185 0.690196 0.690196
53186 0.760784 0.760784
53187 0.576471 0.576471
53188 0.690196 0.690196
53189 0.760784 0.760784
53190 0.576471 0.576471
53191 0.690196 0.690196
53192 0.760784 0.760784
53193 0.576471 0.576471
53194 0.690196 0.690196
53195 0.760784 0.760784
53196 0.572549 0.572549
53197 0.686275 0.686275
53198 0.756863 0.756863
53199 0.572549 0.572549
53200 0.686275 0.686275
53201 0.756863 0.756863
53202 0.572549 0.572549
53203 0.686275 0.686275
53204 0.756863 0.756863
53205 0.572549 0.572549
53206 0.686275 0.686275
53207 0.756863 0.756863
53208 0.572549 0.572549
53209 0.686275 0.686275
53210 0.756863 0.756863
53211 0.576471 0.576471
53212 0.690196 0.690196
53213 0.760784 0.760784
53214 0.572549 0.572549
53215 0.686275 0.686275
53216 0.756863 0.756863
53217 0.572549 0.572549
53218 0.686275 0.686275
53219 0.756863 0.756863
53220 0.572549 0.572549
53221 0.686275 0.686275
53222 0.756863 0.756863
53223 0.572549 0.572549
53224 0.686275 0.686275
53225 0.756863 0.756863
53226 0.572549 0.572549
53227 0.686275 0.686275
53228 0.756863 0.756863
53229 0.572549 0.572549
53230 0.686275 0.686275
53231 0.756863 0.756863
53232 0.572549 0.572549
53233 0.686275 0.686275
53234 0.756863 0.756863
53235 0.572549 0.572549
53236 0.686275 0.686275
53237 0.756863 0.756863
53238 0.572549 0.572549
53239 0.686275 0.686275
53240 0.756863 0.756863
53241 0.572549 0.572549
53242 0.686275 0.686275
53243 0.756863 0.756863
53244 0.572549 0.572549
53245 0.686275 0.686275
53246 0.756863 0.756863
53247 0.568627 0.568627
53248 0.682353 0.682353
53249 0.752941 0.752941
53250 0.568627 0.568627
53251 0.682353 0.682353
53252 0.752941 0.752941
53253 0.568627 0.568627
53254 0.682353 0.682353
53255 0.752941 0.752941
53256 0.568627 0.568627
53257 0.682353 0.682353
53258 0.752941 0.752941
53259 0.568627 0.568627
53260 0.682353 0.682353
53261 0.752941 0.752941
53262 0.568627 0.568627
53263 0.682353 0.682353
53264 0.752941 0.752941
53265 0.568627 0.568627
53266 0.682353 0.682353
53267 0.752941 0.752941
53268 0.568627 0.568627
53269 0.682353 0.682353
53270 0.752941 0.752941
53271 0.568627 0.568627
53272 0.682353 0.682353
53273 0.752941 0.752941
53274 0.568627 0.568627
53275 0.682353 0.682353
53276 0.752941 0.752941
53277 0.568627 0.568627
53278 0.682353 0.682353
53279 0.752941 0.752941
53280 0.568627 0.568627
53281 0.682353 0.682353
53282 0.752941 0.752941
53283 0.568627 0.568627
53284 0.682353 0.682353
53285 0.752941 0.752941
53286 0.568627 0.568627
53287 0.682353 0.682353
53288 0.752941 0.752941
53289 0.568627 0.568627
53290 0.682353 0.682353
53291 0.752941 0.752941
53292 0.564706 0.564706
53293 0.678431 0.678431
53294 0.74902 0.74902
53295 0.564706 0.564706
53296 0.678431 0.678431
53297 0.74902 0.74902
53298 0.560784 0.560784
53299 0.67451 0.67451
53300 0.745098 0.745098
53301 0.560784 0.560784
53302 0.67451 0.67451
53303 0.745098 0.745098
53304 0.560784 0.560784
53305 0.67451 0.67451
53306 0.745098 0.745098
53307 0.560784 0.560784
53308 0.67451 0.67451
53309 0.745098 0.745098
53310 0.564706 0.564706
53311 0.678431 0.678431
53312 0.74902 0.74902
53313 0.560784 0.560784
53314 0.67451 0.67451
53315 0.745098 0.745098
53316 0.560784 0.560784
53317 0.67451 0.67451
53318 0.745098 0.745098
53319 0.560784 0.560784
53320 0.67451 0.67451
53321 0.745098 0.745098
53322 0.560784 0.560784
53323 0.67451 0.67451
53324 0.745098 0.745098
53325 0.556863 0.556863
53326 0.670588 0.670588
53327 0.741176 0.741176
53328 0.556863 0.556863
53329 0.670588 0.670588
53330 0.741176 0.741176
53331 0.556863 0.556863
53332 0.670588 0.670588
53333 0.741176 0.741176
53334 0.556863 0.556863
53335 0.670588 0.670588
53336 0.741176 0.741176
53337 0.556863 0.556863
53338 0.670588 0.670588
53339 0.741176 0.741176
53340 0.556863 0.556863
53341 0.670588 0.670588
53342 0.741176 0.741176
53343 0.556863 0.556863
53344 0.670588 0.670588
53345 0.741176 0.741176
53346 0.552941 0.552941
53347 0.666667 0.666667
53348 0.737255 0.737255
53349 0.552941 0.552941
53350 0.666667 0.666667
53351 0.737255 0.737255
53352 0.552941 0.552941
53353 0.666667 0.666667
53354 0.737255 0.737255
53355 0.552941 0.552941
53356 0.666667 0.666667
53357 0.737255 0.737255
53358 0.54902 0.54902
53359 0.662745 0.662745
53360 0.733333 0.733333
53361 0.54902 0.54902
53362 0.662745 0.662745
53363 0.733333 0.733333
53364 0.54902 0.54902
53365 0.662745 0.662745
53366 0.733333 0.733333
53367 0.54902 0.54902
53368 0.662745 0.662745
53369 0.733333 0.733333
53370 0.54902 0.54902
53371 0.662745 0.662745
53372 0.733333 0.733333
53373 0.54902 0.54902
53374 0.662745 0.662745
53375 0.733333 0.733333
53376 0.545098 0.545098
53377 0.658824 0.658824
53378 0.729412 0.729412
53379 0.545098 0.545098
53380 0.658824 0.658824
53381 0.729412 0.729412
53382 0.541176 0.541176
53383 0.654902 0.654902
53384 0.72549 0.72549
53385 0.537255 0.537255
53386 0.65098 0.65098
53387 0.721569 0.721569
53388 0.537255 0.537255
53389 0.65098 0.65098
53390 0.721569 0.721569
53391 0.537255 0.537255
53392 0.65098 0.65098
53393 0.721569 0.721569
53394 0.541176 0.541176
53395 0.654902 0.654902
53396 0.72549 0.72549
53397 0.541176 0.541176
53398 0.654902 0.654902
53399 0.72549 0.72549
53400 0.541176 0.541176
53401 0.654902 0.654902
53402 0.72549 0.72549
53403 0.541176 0.541176
53404 0.654902 0.654902
53405 0.72549 0.72549
53406 0.541176 0.541176
53407 0.654902 0.654902
53408 0.72549 0.72549
53409 0.537255 0.537255
53410 0.65098 0.65098
53411 0.721569 0.721569
53412 0.537255 0.537255
53413 0.65098 0.65098
53414 0.721569 0.721569
53415 0.533333 0.533333
53416 0.647059 0.647059
53417 0.717647 0.717647
53418 0.529412 0.529412
53419 0.65098 0.65098
53420 0.721569 0.721569
53421 0.533333 0.533333
53422 0.647059 0.647059
53423 0.717647 0.717647
53424 0.533333 0.533333
53425 0.643137 0.643137
53426 0.717647 0.717647
53427 0.529412 0.529412
53428 0.639216 0.639216
53429 0.721569 0.721569
53430 0.529412 0.529412
53431 0.639216 0.639216
53432 0.721569 0.721569
53433 0.529412 0.529412
53434 0.639216 0.639216
53435 0.721569 0.721569
53436 0.517647 0.517647
53437 0.65098 0.65098
53438 0.721569 0.721569
53439 0.521569 0.521569
53440 0.643137 0.643137
53441 0.705882 0.705882
53442 0.541176 0.541176
53443 0.65098 0.65098
53444 0.701961 0.701961
53445 0.439216 0.439216
53446 0.533333 0.533333
53447 0.576471 0.576471
53448 0.286275 0.286275
53449 0.368627 0.368627
53450 0.403922 0.403922
53451 0.298039 0.298039
53452 0.368627 0.368627
53453 0.396078 0.396078
53454 0.309804 0.309804
53455 0.364706 0.364706
53456 0.384314 0.384314
53457 0.341176 0.341176
53458 0.396078 0.396078
53459 0.396078 0.396078
53460 0.380392 0.380392
53461 0.423529 0.423529
53462 0.415686 0.415686
53463 0.384314 0.384314
53464 0.427451 0.427451
53465 0.411765 0.411765
53466 0.376471 0.376471
53467 0.411765 0.411765
53468 0.403922 0.403922
53469 0.376471 0.376471
53470 0.431373 0.431373
53471 0.427451 0.427451
53472 0.376471 0.376471
53473 0.431373 0.431373
53474 0.423529 0.423529
53475 0.372549 0.372549
53476 0.411765 0.411765
53477 0.396078 0.396078
53478 0.360784 0.360784
53479 0.403922 0.403922
53480 0.392157 0.392157
53481 0.337255 0.337255
53482 0.384314 0.384314
53483 0.388235 0.388235
53484 0.321569 0.321569
53485 0.380392 0.380392
53486 0.403922 0.403922
53487 0.396078 0.396078
53488 0.462745 0.462745
53489 0.501961 0.501961
53490 0.352941 0.352941
53491 0.415686 0.415686
53492 0.447059 0.447059
53493 0.32549 0.32549
53494 0.372549 0.372549
53495 0.4 0.4
53496 0.356863 0.356863
53497 0.396078 0.396078
53498 0.407843 0.407843
53499 0.392157 0.392157
53500 0.411765 0.411765
53501 0.423529 0.423529
53502 0.388235 0.388235
53503 0.411765 0.411765
53504 0.411765 0.411765
53505 0.364706 0.364706
53506 0.4 0.4
53507 0.4 0.4
53508 0.372549 0.372549
53509 0.407843 0.407843
53510 0.403922 0.403922
53511 0.380392 0.380392
53512 0.427451 0.427451
53513 0.419608 0.419608
53514 0.34902 0.34902
53515 0.4 0.4
53516 0.403922 0.403922
53517 0.384314 0.384314
53518 0.439216 0.439216
53519 0.458824 0.458824
53520 0.431373 0.431373
53521 0.501961 0.501961
53522 0.529412 0.529412
53523 0.352941 0.352941
53524 0.427451 0.427451
53525 0.458824 0.458824
53526 0.329412 0.329412
53527 0.403922 0.403922
53528 0.427451 0.427451
53529 0.345098 0.345098
53530 0.411765 0.411765
53531 0.435294 0.435294
53532 0.352941 0.352941
53533 0.419608 0.419608
53534 0.439216 0.439216
53535 0.34902 0.34902
53536 0.411765 0.411765
53537 0.431373 0.431373
53538 0.376471 0.376471
53539 0.427451 0.427451
53540 0.435294 0.435294
53541 0.388235 0.388235
53542 0.431373 0.431373
53543 0.454902 0.454902
53544 0.364706 0.364706
53545 0.411765 0.411765
53546 0.45098 0.45098
53547 0.368627 0.368627
53548 0.423529 0.423529
53549 0.462745 0.462745
53550 0.352941 0.352941
53551 0.407843 0.407843
53552 0.45098 0.45098
53553 0.337255 0.337255
53554 0.396078 0.396078
53555 0.423529 0.423529
53556 0.360784 0.360784
53557 0.431373 0.431373
53558 0.435294 0.435294
53559 0.34902 0.34902
53560 0.423529 0.423529
53561 0.431373 0.431373
53562 0.356863 0.356863
53563 0.423529 0.423529
53564 0.435294 0.435294
53565 0.356863 0.356863
53566 0.415686 0.415686
53567 0.435294 0.435294
53568 0.356863 0.356863
53569 0.415686 0.415686
53570 0.435294 0.435294
53571 0.360784 0.360784
53572 0.423529 0.423529
53573 0.439216 0.439216
53574 0.329412 0.329412
53575 0.4 0.4
53576 0.423529 0.423529
53577 0.313726 0.313726
53578 0.384314 0.384314
53579 0.419608 0.419608
53580 0.313726 0.313726
53581 0.380392 0.380392
53582 0.423529 0.423529
53583 0.309804 0.309804
53584 0.376471 0.376471
53585 0.415686 0.415686
53586 0.301961 0.301961
53587 0.368627 0.368627
53588 0.4 0.4
53589 0.309804 0.309804
53590 0.364706 0.364706
53591 0.407843 0.407843
53592 0.305882 0.305882
53593 0.360784 0.360784
53594 0.396078 0.396078
53595 0.341176 0.341176
53596 0.4 0.4
53597 0.419608 0.419608
53598 0.368627 0.368627
53599 0.427451 0.427451
